OOR_ID,Link,Agency,County,Officer,Phone,Email1,Email2,website,address,type,subtype,county,municipality,school_district
2017.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2017,Cheltenham Township,Montgomery,Robert Habgood,215-887-6200,rhabgood@cheltenham-township.org,,http://www.cheltenhamtownship.org,"8230 Old York Road , Elkins Park, PA 19027",Local,First Class Township,Montgomery,Cheltenham Twp,CHELTENHAM TWP S D
2018.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2018,Cheltenham Township Police Department,Montgomery,Lt. Andrew Snyder,215-885-1600,policeopenrecords@cheltenham-township.org,,,"8230 Old York Road , Elkins Park, PA 19027",Local,Police Department,Montgomery,Cheltenham Twp,Cheltenham School District
2019.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2019,Collegeville Borough,Montgomery,Geoff Thompson,610-489-9208,gthompson@borough.collegeville-pa.gov,,http://www.collegeville-pa.gov,"491 E Main Street , Collegeville, PA 19426",Local,Borough,Montgomery,Collegeville Boro,Perkiomen Valley School District
2020.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2020,Conshohocken Borough,Montgomery,Stephanie Cecco,610-828-1092,scecco@conshohockenpa.gov,,,"400 Fayette Street , Suite 200 , Conshohocken, PA 19428",Local,Borough,Montgomery,Conshohocken Boro,COLONIAL S D
2021.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2021,Douglass Township,Montgomery,Peter J. Hiryak,610-367-6062,phiryak@douglasstownship.org,,https://www.douglasstownship.org/,"1320 East Philadelphia Ave , PO Box 297 , Gilbertsville, PA 19525",Local,Second Class Township,Montgomery,Douglass Twp,BOYERTOWN AREA S D
2022.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2022,East Greenville Borough,Montgomery,Sharon Kachmar,215-679-5194,office@egreenville.org,,http://WWW.EGREENVILLE.ORG,"206 Main Street , East Greenville, PA 18041",Local,Borough,Montgomery,East Greenville Boro,UPPER PERKIOMEN S D
2023.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2023,East Norriton Township,Montgomery,Robert R. Hart,610-275-2800,rhart@eastnorritontwp.org,info@eastnorritontwp.org,http://eastnorritontwp.org,"2501 Stanbridge St , East Norriton, PA 19401",Local,Township,Montgomery,East Norriton Twp,Norristown Area School District
2024.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2024,East Norriton Township Police Department,Montgomery,Chief of Police Phil T. Pulaski,610-272-0748,ppulaski@eastnorritontwp.org,info@eastnorritontwp.org,http://www.eastnorritontwp.org,"2501 Stanbridge Street , East Norriton, PA 19401",Local,Police Department,Montgomery,East Norriton Twp,Norristown Area School District
2025.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2025,Franconia Township,Montgomery,Jon Hammer,215-723-1137,jhammer@franconia-township.org,,http://www.franconiatownship.org,"671 Allentown Rd , Telford, PA 18969",Local,Second Class Township,Montgomery,Franconia Twp,SOUDERTON AREA S D
2026.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2026,Green Lane Borough,Montgomery,Mary T. Garber,215-234-8633,greenlaneboro@comcast.net,,,"P O Box 514 , Green Lane, PA 18054",Local,Borough,Montgomery,Green Lane Boro,UPPER PERKIOMEN S D
2027.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2027,Hatboro Borough,Montgomery,Diane Hegele,215-443-9100,dhegele@hatborogov.org,,,"414 South York Road , Hatboro, PA 19040",Local,Borough,Montgomery,Hatboro Boro,HATBORO-HORSHAM S D
2028.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2028,Hatboro Borough Authority,Montgomery,Diane C. Hegele,215-443-9100,dhegele@hatborogov.org,,,"414 South York Road , Hatboro, PA 19040",Local,,Montgomery,,
2029.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2029,Hatfield Borough,Montgomery,Lindsay Hellmann,215-855-0781,lhellmann@hatfieldborough.com,admin@hatfieldborough.com,http://www.hatfieldborough.com/,"37 N. Market St. , PO Box 190 , Hatfield, PA 19440",Local,Borough,Montgomery,Hatfield Boro,NORTH PENN S D
2030.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2030,Hatfield Township,Montgomery,Aaron Bibro,215-855-0900,abibro@hatfield.org,,,"1950 School Road , Hatfield, PA 19440",Local,Township,Montgomery,Hatfield Twp,NORTH PENN S D
2031.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2031,Hatfield Township Municipal Authority,Montgomery,Peter Dorney,215-822-9300,pdorneyhtma@verizon.net,,,"3200 Advance Lane , Colmar, PA 18915",Local,,Montgomery,,
2032.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2032,Horsham Township,Montgomery,William T. Walker,215-643-3131,wwalker@horsham.org,,http://www.horsham.org,"1025 Horsham Road , Horsham, PA 19044",Local,Second Class Township,Montgomery,Horsham Twp,HATBORO-HORSHAM S D
2033.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2033,Horsham Water And Sewer Authority,Montgomery,Tina M. O'Rourke,215-672-8011,torourke@horshamwater-sewer.com,,http://www.horshamwater-sewer.com,"617 Horsham Road , Horsham, PA 19044",Local,,Montgomery,Horsham Township,Hatboro-Horsham
2034.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2034,Jenkintown Borough,Montgomery,Greg K Locke,215-885-0700,glocke@jenkintownboro.com,,http://www.jenkintownboro.com,"700 Summit Avenue , Jenkintown, PA 19046",Local,Borough,Montgomery,Jenkintown Boro,JENKINTOWN S D
2035.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2035,Jenkintown Police Department,Montgomery,Albert J. DiValentino,215-884-1202,adivalentino@jenkintownpd.org,,,"700 Summit Avenue , Jenkintown, PA 19046",Local,,Montgomery,,
2036.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2036,Lansdale Borough,Montgomery,Tracy Flynn,215-368-1691,rtk@lansdale.org,,http://lansdale.org,"One Vine Street , Lansdale, PA 19446",Local,Borough,Montgomery,Lansdale Boro,NORTH PENN S D
2037.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2037,Limerick Township,Montgomery,Daniel K. Kerr,610-495-6432,dkerr@limerickpa.org,,http://www.limerickpa.org/,"646 West Ridge Pike , Limerick, PA 19468",Local,Township,Montgomery,Limerick Twp,Spring-Ford Area School District
2038.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2038,Lower Frederick Township,Montgomery,Jason Wager,610-287-8857,manager@lowerfrederick.org,,http://www.lowerfrederick.org,"53 Spring Mount Road , Schwenksville, PA 19473",Local,Township,Montgomery,Lower Frederick Twp,Perkiomen Valley School District
2039.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2039,Lower Gwynedd Township,Montgomery,Jamie Woran,215-636-5302,jworman@lowergwynedd.org,,http://www.lowergwynedd.org,"1130 N. Bethlehem Pike , PO Box 625 , Spring House, PA 19477",Local,Township,Montgomery,Lower Gwynedd Twp,Wissahickon School District
2040.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2040,Lower Merion Township,Montgomery,Lori Jennings,610-645-6199,ljennings@lowermerion.org,,http://www.lowermerion.org,"75 East Lancaster Avenue , Ardmore, PA 19003",Local,Township,Montgomery,Lower Merion Twp,Lower Merion S D
2041.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2041,Lower Moreland Township,Montgomery,Christopher R. Hoffman,215-947-3100,choffman@lowermoreland.org,,http://www.lowermoreland.org,"640 Red Lion Road , Huntingdon Valley, PA 19006",Local,Township,Montgomery,Lower Moreland Twp,Lower Moreland Township School District
2042.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2042,Lower Pottsgrove Township,Montgomery,Edward C. Wagner,(610) 323-0436 X 202,ewagner@lowerpottsgrove.org,,http://www.lowerpottsgrove.org,"2199 Buchert Road , Pottstown, PA 19464",Local,First Class Township,Montgomery,Lower Pottsgrove Twp,POTTSGROVE S D
2043.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2043,Lower Providence Township,Montgomery,Denise Walsh,610-635-3531,admin@lowerprovidence.org,dwalsh@lowerprovidence.org,https://www.lowerprovidence.org/,"100 Parklane Drive , Eagleville, PA 19403",Local,Second Class Township,Montgomery,Lower Providence Twp,Methacton School District
2044.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2044,Lower Salford Township,Montgomery,Joseph S. Czajkowski,215-256-8087,joec@lowersalfordtownship.org,,,"379 Main Street , Harleysville, PA 19438",Local,Second Class Township,Montgomery,Lower Salford Twp,SOUDERTON AREA S D
2045.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2045,Lower Salford Township Authority,Montgomery,Connie Weimer,215-256-8676,connie.weimer@comcast.net,,http://www.lowersalfordtownship.org,"PO Box 243 , Harleysville, PA 19438",Local,,Montgomery,,
2046.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2046,Marlborough Township,Montgomery,Marybeth Cody,215-234-9300,mcody@marlboroughpa.org,,http://www.marlboroughpa.org,"6040 Upper Ridge Road , Green Lane, PA 18054",Local,Second Class Township,Montgomery,Marlborough Twp,UPPER PERKIOMEN S D
2047.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2047,Montgomery County,Montgomery,"Joshua M. Stein, Esquire",610-278-6881,openrcrd@montcopa.org,joshstein@montcopa.org,http://www.montcopa.org,"One Montgomery Plaza , Norristown, PA 19404",Local,County,Montgomery,Norristown Boro,Norristown Area School District
2048.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2048,Montgomery Township,Montgomery,Deborah A. Rivas,215-393-6900,drivas@montgomerytwp.org,,http://www.montgomerytwp.org,"1001 Stump Road , Montgomeryville, PA 18936",Local,Second Class Township,Montgomery,Montgomery Twp,North Penn
2049.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2049,Narberth Borough,Montgomery,Michelle Carroll,610-664-2840,mcarroll@narberthpa.gov,,http://www.narberthpa.gov,"100 Conway Avenue , Narberth, PA 19072",Local,Borough,Montgomery,Narberth Boro,LOWER MERION S D
2050.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2050,New Hanover Township,Montgomery,Jamie Gwynn,610-323-1008,jgwynn@newhanover-pa.org,,http://www.newhanover-pa.org,"2943 North Charlotte Street , Gilbertsville, PA 18960",Local,Second Class Township,Montgomery,New Hanover Twp,BOYERTOWN AREA S D
2051.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2051,Norristown Municipality,Montgomery,Crandall O. Jones,610-270-0421,cjones@norristown.org,cjones@norristown.org,,"235 East Airy Street , Norristown, PA 19401",Local,Other,Montgomery,Municipality of Norristown,NORRISTOWN AREA S D
2052.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2052,North Penn Water Authority,Montgomery,Lindsay Hughes,215-855-3617,openrecordsofficer@northpennwater.org,,http://www.npwa.org,"300 Forty Foot Road , Lansdale, PA 19446",Local,Authority,Montgomery,Towamencin Township,North Penn School District
2053.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2053,North Wales Borough,Montgomery,Christine A. Hart,215-699-4424,chart@northwalesborough.org,,http://www.northwalesborough.org,"300 School Street , North Wales, PA 19454",Local,Borough,Montgomery,North Wales Boro,NORTH PENN S D
2054.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2054,Pennsburg Borough,Montgomery,Lisa M. Hiltz,215-679-4546,pennsburginfo@pennsburg.us,,http://www.pennsburg.us,"76 West 6th Street , Pennsburg, PA 18073",Local,Borough,Montgomery,Pennsburg Boro,UPPER PERKIOMEN S D
2055.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2055,Perkiomen Township,Montgomery,Cecile M. Daniel,610-489-4034,cdaniel@perktwp.org,,http://www.perkiomentownship.org,"1 Trappe Road , Collegeville, PA 19426",Local,Second Class Township,Montgomery,Perkiomen Twp,PERKIOMEN VALLEY S D
2056.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2056,Plymouth Township,Montgomery,Karen Weiss,610-233-0608,kweiss@plymouthtownship.org,,http://www.plymouthtownship.org,"700 Belvoir Road , Plymouth Meeting, PA 19462",Local,First Class Township,Montgomery,Plymouth Twp,Colonial School District
2057.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2057,Pottstown Borough,Montgomery,Virginia L.Takach,610-970-6511,gtakach@pottstown.org,,http://www.pottstown.org/,"100 East High Street , Pottstown, PA 19464",Local,Borough,Montgomery,Pottstown Boro,Pottstown School District
2058.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2058,Red Hill Borough,Montgomery,Elizabeth DeJesus,215-679-2040,ldejesus@redhillborough.org,,http://www.redhillbororugh.org,"56 West Fourth Street , Red Hill, PA 18076",Local,Borough,Montgomery,Red Hill Boro,UPPER PERKIOMEN S D
2059.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2059,Rockledge Borough,Montgomery,,215-379-8572,,,http://www.rockledgeborough.org,"121 Huntingdon Pike , Rockledge, PA 19046",Local,Borough,Montgomery,Rockledge Boro,Abington School District
2060.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2060,Royersford Borough,Montgomery,Donna Ziegler,610-948-3737,dziegler@royersfordborough.org,,http://www.royersfordborough.org,"300 Main Street , Royersford, PA 19468",Local,Borough,Montgomery,Royersford Boro,Spring-Ford Area School District
2061.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2061,Salford Township,Montgomery,Karen Landis,215-257-5664,klandis@salfordtownship.org,dmccall@salfordtownship.org,http://www.salfordtownship.com,"139 Ridge Road , P.O. Box 54 , Tylersport, PA 18971",Local,Second Class Township,Montgomery,Salford Twp,SOUDERTON AREA S D
2062.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2062,Schwenksville Borough,Montgomery,Daniel DeMeno,610-287-7442,ddemeno@schwenksville-pa.org,,http://www.schwenksville-pa.org,"140 Main Street , Schwenksville, PA 19473",Local,Borough,Montgomery,Schwenksville Boro,Perkiomen Valley School District
2063.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2063,Souderton Borough,Montgomery,P. Michael Coll,215-723-4371,mike@soudertonborough.org,,http://www.soudertonborough.org,"31 West Summit Street , Souderton, PA 18964",Local,Borough,Montgomery,Souderton Boro,SOUDERTON AREA S D
2064.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2064,Springfield Township,Montgomery,A. Michael Taylor,215-836-7600,mtaylor@springfieldmontco.org,,http://www.springfieldmontco.org,"1510 Paper Mill Road , Wyndmoor, PA 19038",Local,Township,Montgomery,Springfield Twp,
2065.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2065,Telford Borough,Montgomery,Alana M. Stanziano,215-723-6700,astanzi@telfordpd.org,astanzi@telfordpd.org,,"100 Penn Avenue , Telford, PA 18969",Local,Borough,Montgomery,Telford Borough,SOUDERTON AREA S D
2066.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2066,Telford Borough Authority,Montgomery,Mark D. Fournier,215-723-5000,telfordboro@comcast.net,,,"122 Penn Avenue , Telford, PA 18969",Local,,Montgomery,,
2067.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2067,Towamencin Township,Montgomery,Colleen Ehrle,215-368-7602,cehrle@towamencin.org,info@towamencin.org,,"1090 Troxel Rd , Lansdale, PA 19446",Local,Township,Montgomery,Towamencin Twp,North Penn School District
2068.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2068,Trappe Borough,Montgomery,Tamara D. Twardowski,610-489-7181,borough.manager@trappeborough.com,,http://www.trappeborough.com,"525 West Main Street , Trappe, PA 19426",Local,Borough,Montgomery,Trappe Boro,PERKIOMEN VALLEY S D
2069.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2069,Upper Dublin Township,Montgomery,Jesse Conte,215-643-1600,openrecordsofficer@upperdublin.net,,http://www.upperdublin.net,"801 Loch Alsh Avenue , Fort Washington, PA 19034",Local,First Class Township,Montgomery,Upper Dublin Township,Upper Dublin S D
2070.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2070,Upper Frederick Township,Montgomery,Jackie Tallon,610-754-6436,jtallon@upperfrederick.com,,,"PO Box 597 , Frederick, PA 19435",Local,Second Class Township,Montgomery,Upper Frederick Twp,BOYERTOWN AREA S D
2071.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2071,Upper Gwynedd Township,Montgomery,Sandra Brookley-Zadell,215-699-7777,righttoknow@uppergwynedd.org,,http://uppergwynedd.org/,"PO Box 1 , West Point, PA 19486",Local,First Class Township,Montgomery,Upper Gwynedd Twp,North Penn School District
2072.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2072,Upper Hanover Township,Montgomery,Anne W. Klepfer,215-679-4401,aklepfer@upperhanovertownship.org,,http://www.upperhanovertownship.org,"1704 Pillsbury Road , P.O. Box 27 , East Greenville, PA 18041",Local,Township,Montgomery,Upper Hanover Twp,Upper Perkiomen School District
2073.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2073,Upper Merion Township,Montgomery,Anthony Hamaday,610-265-2600,ahamaday@umtownship.org,,,"175 West Valley Forge Road , King of Prussia, PA 19406",Local,Township,Montgomery,Upper Merion Twp,Upper Merion Area School District
2074.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2074,Upper Moreland Township,Montgomery,David A. Dodies,215-659-3100,ddodies@uppermoreland.org,,http://www.uppermoreland.org/,"117 Park Avenue , Willow Grove, PA 19090",Local,First Class Township,Montgomery,Upper Moreland Twp,UPPER MORELAND TWP S D
2075.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2075,Upper Moreland-Hatboro Joint Sewer Authority,Montgomery,Eric C. Lindhult,215-659-3975,gm@umhjsa.org,,http://www.umhjsa.org,"2875 Terwood Road , Willow Grove, PA 19090-0535",Local,Authority,Montgomery,Upper Moreland Twp,Upper Moreland Township School District
2076.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2076,Upper Pottsgrove Township,Montgomery,Linda Coleman,610-323-8675,administration@uptownship.org,,http://www.uptownship.org,"1409 Farmington Avenue , Pottstown, PA 19464",Local,First Class Township,Montgomery,Upper Pottsgrove Twp,POTTSGROVE S D
2077.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2077,Upper Providence Township,Montgomery,Timothy J. Tieperman,610-933-9179,admin@uprov-montco.org,,http://www.uprov-montco.org,"1286 Black Rock Road , Phoenixville, PA 19460",Local,,Montgomery,Upper Providence Twp,Spring-Ford Area School District
2078.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2078,Upper Salford Township,Montgomery,Lori Smith,610-287-6160,lori.uppersalford@comcast.net,,http://www.uppersalfordtownship.org,"PO Box 100 , Salfordville, PA 18958",Local,Second Class Township,Montgomery,Upper Salford Twp,SOUDERTON AREA S D
2079.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2079,West Conshohocken Borough,Montgomery,Michael English,(610) 828-9747 X 1,menglish@westconsho.com,,,"112 Ford Street , West Conshohocken, PA 19428",Local,Borough,Montgomery,West Conshohocken Boro,UPPER MERION AREA S D
2080.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2080,West Norriton Township,Montgomery,Jason M. Bobst,610-631-0450,jbobst@wntwp.com,,,"1630 West Marshall Street , Jeffersonville, PA 19403",Local,First Class Township,Montgomery,West Norriton Twp,NORRISTOWN AREA S D
2081.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2081,West Pottsgrove Township,Montgomery,Craig Lloyd,610-323-7717,wptmanager@comcast.net,,,"980 Grosstown Road , Stowe, PA 19464",Local,First Class Township,Montgomery,West Pottsgrove Twp,POTTSGROVE S D
2082.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2082,West Pottsgrove Township Police Department,Montgomery,"Joseph F Sokolofski, Chief of Police",610-323-2090,jsokolofski@westpottsgrove.org,policeinfo@westpottsgrove.org,http://www.westpottsgrove.org/police-dept/,"980 Grosstown Road , Stowe, PA 19464",Local,Police Department,Montgomery,West Pottsgrove Twp,Pottsgrove School District
2083.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2083,Whitemarsh Township,Montgomery,"Richard L. Mellor, Jr.",610-825-3535,rmellor@whitemarshtwp.org,,,"616 Germantown Pike , Lafayette Hill, PA 19444",Local,Second Class Township,Montgomery,Whitemarsh Twp,COLONIAL S D
2084.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2084,Whitpain Township,Montgomery,"Roman M. Pronczak, P.E.",610-277-2400,openrecords@whitpaintownship.org,,http://www.whitpaintownship.org/,"960 Wentz Road , Blue Bell, PA 19422",Local,Second Class Township,Montgomery,Whitpain Twp,Wissahickon School District
2085.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2085,Whitpain Township Police Department,Montgomery,Chief Kenneth Lawson,610-279-9033,klawson@whitpainpolice.org,,http://www.whitpaintownship.org/166/Police-Department,"960 Wentz Road , Blue Bell, PA 19422",Local,Police Department,Montgomery,Whitpain Twp,Wissahickon School District
2086.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2086,Worcester Township,Montgomery,Tommy Ryan,610-584-1410,tryan@worcestertwp.com,,http://worcestertwp.com,"1721 Valley Forge Road , Post Office Box 767 , Worcester, PA 19490",Local,Second Class Township,Montgomery,Worcester Twp,METHACTON S D
2087.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2087,Anthony Township,Montour,Penny Jo Rishel,570-437-3270,anthonytwp@verizon.net,,,"1361 White Hall Road , Turbotville, PA 17772",Local,Second Class Township,Montour,Anthony Twp,Warrior Run
2088.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2088,Cooper Township,Montour,"Jonathan L. DeWald, Esquire",570-326-6555,jdewald@mpvhlaw.com,,,"c/o Cooper Township , 433 Market Street (McNerney, Page, Vanderlin & Hall) , Williamsport, PA 17701",Local,Second Class Township,Montour,Cooper Twp,WEST BRANCH AREA S D
2089.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2089,Danville Borough,Montour,Brindy Mordan,570-275-3091,bmordan@danvilleboro.org,,http://danvilleboro.org,"463 Mill Street , Danville, PA 17821",Local,Borough,Montour,Danville Boro,Danville Area School District
2090.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2090,Danville Borough Police Department,Montour,Chief Eric D. Gill,570-275-2101,danvilleboropd@aol.com,,http://www.danvillepd.net,"453 Mill Street , Danville, PA 17821",Local,Police Department,Montour,Danville Boro,
2091.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2091,Derry Township,Montour,,570-437-3441,vek131@msn.com,,,"2656 Broadway , Danville, PA 17821",Local,Second Class Township,Montour,Derry Twp,DERRY TWP S D
2092.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2092,Liberty Township,Montour,,570-275-2211,ldl1119@verizon.net,,,"197 Mooresburg Road , Danville, PA 17821",Local,Second Class Township,Montour,Liberty Twp,FAIRFIELD AREA S D
2093.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2093,Limestone Township,Montour,,570-437-2811,,,,"570 Limestone Road , Milton, PA 17847",Local,Second Class Township,Montour,Limestone Twp,CLARION-LIMESTONE A S D
2094.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2094,Mahoning Township,Montour,Kenneth Houck,570-275-5521,Khouck@mahoningtownship.org,,http://mahoningtownship.org,"849 Bloom Road , Danville, PA 17821",Local,Second Class Township,Montour,Mahoning Twp,REDBANK VALLEY S D
2095.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2095,Mayberry Township,Montour,,570-672-2740,,,,"80 High Road , Catawissa, PA 17820",Local,Second Class Township,Montour,Mayberry Twp,DANVILLE AREA S D
2096.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2096,Montour County,Montour,Holly A Brandon,570-271-3003,hbrandon@montourco.org,,http://www.montourco.org,"253 Mill Street , Danville, PA 17821",Local,County,Montour,,
2097.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2097,Valley Township,Montour,,570-271-8010,jachy@ptd.net,,,"325 McCracken Road , Danville, PA 17821",Local,Second Class Township,Montour,Valley Twp,ARMSTRONG S D
2098.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2098,Washingtonville Borough,Montour,,570-649-6330,,,,"P.O.  Box 127 , Washingtonville, PA 17884",Local,Borough,Montour,Washingtonville Boro,DANVILLE AREA S D
2099.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2099,West Hemlock Township,Montour,Anna Kissinger,570-275-9101,westhemlock@verizon.net,,,"569 Columbia Hill Road , Danville, PA 17821",Local,Second Class Township,Montour,West Hemlock Twp,DANVILLE AREA S D
2100.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2100,Allen Township,Northampton,Ilene Eckhart,610-262-7012,info@allentownship.org,,http://allentownship.org,"4714 Indian Trail Road , Northampton, PA 18067",Local,Second Class Township,Northampton,Allen Twp,NORTHAMPTON AREA S D
2101.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2101,Bangor Borough,Northampton,Nathaniel Dysard,610-588-2216,boromanager@bangorborough.org,,http://www.bangorborough.org,"197 Pennsylvania Avenue , Bangor, PA 18013",Local,Borough,Northampton,Bangor Boro,BANGOR AREA S D
2102.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2102,Bath Borough,Northampton,Bradford T. Flynn,610-837-6525,manager@boroughofbath.org,,http://www.bathborough.org,"121 South Walnut Street , Bath, PA 18014",Local,Borough,Northampton,Bath Boro,NORTHAMPTON AREA S D
2103.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2103,Bethlehem City,Northampton,Tad J. Miller,610-865-7011,righttoknowrequest@bethlehem-pa.gov,,http://bethlehem-pa.gov,"10 East Church Street , Bethlehem, PA 18018",Local,City,Northampton,Bethlehem City,Bethlehem Area School District
2104.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2104,Bethlehem Township,Northampton,Doug Bruce,610-814-6403,dbruce@bethlehemtownship.org,,,"4225 Easton Avenue , Bethlehem, PA 18020",Local,First Class Township,Northampton,Bethlehem Twp,BETHLEHEM AREA S D
2105.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2105,Bushkill Township,Northampton,Belinda Roberts,610-759-1250,harr3271@gmail.com,,,"1114 Bushkill Center Road , Nazareth, PA 18064",Local,Second Class Township,Northampton,Bushkill Twp,NAZARETH AREA S D
2106.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=2106,Chapman Borough,Northampton,John J Defassio,610-837-0842,chapmanboro@gmail.com,,,"1400 Main St , Bath, PA 18014",Local,Borough,Northampton,Chapman Boro,NORTHAMPTON AREA S D
